timestamp,value_mgdl,value_mmol,trend
2023-02-24T01:01:49Z,91,5.1,flat
2023-02-24T00:56:49Z,96,5.3,flat
2023-02-24T00:51:49Z,101,5.6,flat
2023-02-24T00:46:49Z,103,5.7,flat
2023-02-24T00:41:49Z,106,5.9,flat
2023-02-24T00:36:49Z,109,6.1,flat
2023-02-24T00:31:49Z,115,6.4,flat
2023-02-24T00:26:49Z,118,6.6,flat
2023-02-24T00:21:49Z,116,6.4,flat
2023-02-24T00:16:49Z,117,6.5,flat
2023-02-24T00:11:49Z,119,6.6,flat
2023-02-24T00:06:49Z,121,6.7,flat
2023-02-24T00:01:49Z,123,6.8,flat
2023-02-23T23:56:49Z,125,6.9,flat
2023-02-23T23:51:49Z,125,6.9,flat
2023-02-23T23:46:48Z,125,6.9,flat
2023-02-23T23:41:49Z,127,7.1,flat
2023-02-23T23:36:49Z,131,7.3,flat
2023-02-23T23:31:49Z,135,7.5,flat
2023-02-23T23:26:49Z,137,7.6,flat
2023-02-23T23:21:49Z,138,7.7,flat
2023-02-23T23:16:49Z,138,7.7,flat
2023-02-23T23:11:48Z,137,7.6,flat
2023-02-23T23:06:49Z,134,7.4,flat
2023-02-23T23:01:49Z,134,7.4,flat
2023-02-23T22:56:49Z,131,7.3,flat
2023-02-23T22:51:49Z,132,7.3,flat
2023-02-23T22:46:49Z,136,7.6,flat
2023-02-23T22:41:49Z,139,7.7,flat
2023-02-23T22:36:49Z,140,7.8,flat
2023-02-23T22:31:49Z,143,7.9,flat
2023-02-23T22:26:48Z,145,8.1,flat
2023-02-23T22:21:49Z,145,8.1,flat
2023-02-23T22:16:49Z,144,8.0,flat
2023-02-23T22:11:49Z,143,7.9,flat
2023-02-23T22:06:49Z,135,7.5,flat
2023-02-23T22:01:49Z,132,7.3,flat
2023-02-23T21:56:49Z,132,7.3,flat
2023-02-23T21:51:49Z,137,7.6,flat
2023-02-23T21:46:49Z,141,7.8,flat
2023-02-23T21:41:49Z,142,7.9,flat
2023-02-23T21:36:49Z,146,8.1,flat
2023-02-23T21:31:49Z,151,8.4,flat
2023-02-23T21:26:49Z,156,8.7,flat
2023-02-23T21:21:49Z,160,8.9,flat
2023-02-23T21:16:49Z,162,9.0,flat
2023-02-23T21:11:49Z,161,8.9,fortyFiveUp
2023-02-23T21:06:49Z,161,8.9,fortyFiveUp
2023-02-23T21:01:49Z,159,8.8,fortyFiveUp
2023-02-23T20:56:49Z,150,8.3,fortyFiveUp
2023-02-23T20:51:49Z,137,7.6,fortyFiveUp
2023-02-23T20:46:49Z,129,7.2,fortyFiveUp
2023-02-23T20:41:49Z,120,6.7,fortyFiveUp
2023-02-23T20:36:49Z,101,5.6,flat
2023-02-23T20:31:49Z,91,5.1,flat
2023-02-23T20:26:49Z,92,5.1,flat
2023-02-23T20:21:49Z,93,5.2,flat
2023-02-23T20:16:49Z,93,5.2,flat
2023-02-23T20:11:49Z,95,5.3,flat
2023-02-23T20:06:49Z,97,5.4,flat
2023-02-23T20:01:49Z,100,5.6,flat
2023-02-23T19:56:49Z,101,5.6,flat
2023-02-23T19:51:49Z,103,5.7,flat
2023-02-23T19:46:49Z,106,5.9,flat
2023-02-23T19:41:49Z,109,6.1,flat
2023-02-23T19:36:49Z,112,6.2,flat
2023-02-23T19:31:49Z,111,6.2,flat
2023-02-23T19:26:49Z,110,6.1,flat
2023-02-23T19:21:49Z,108,6.0,flat
2023-02-23T19:16:49Z,105,5.8,flat
2023-02-23T19:11:49Z,104,5.8,flat
2023-02-23T19:06:49Z,99,5.5,flat
2023-02-23T19:01:49Z,96,5.3,flat
2023-02-23T18:56:49Z,96,5.3,flat
2023-02-23T18:51:49Z,93,5.2,flat
2023-02-23T18:46:50Z,88,4.9,flat
2023-02-23T18:41:49Z,86,4.8,flat
2023-02-23T18:36:49Z,84,4.7,flat
2023-02-23T18:31:49Z,83,4.6,flat
2023-02-23T18:26:49Z,81,4.5,flat
2023-02-23T18:21:49Z,80,4.4,flat
2023-02-23T18:16:49Z,80,4.4,flat
2023-02-23T18:11:49Z,80,4.4,flat
2023-02-23T18:06:49Z,80,4.4,flat
2023-02-23T18:01:49Z,80,4.4,flat
2023-02-23T17:56:49Z,79,4.4,flat
2023-02-23T17:51:49Z,79,4.4,flat
2023-02-23T17:46:49Z,80,4.4,flat
2023-02-23T17:41:49Z,82,4.6,flat
2023-02-23T17:36:49Z,86,4.8,flat
2023-02-23T17:31:49Z,90,5.0,flat
2023-02-23T17:26:49Z,94,5.2,flat
2023-02-23T17:21:49Z,98,5.4,flat
2023-02-23T17:16:49Z,103,5.7,flat
2023-02-23T17:11:49Z,109,6.1,flat
2023-02-23T17:06:49Z,116,6.4,flat
2023-02-23T17:01:50Z,120,6.7,flat
2023-02-23T16:56:49Z,123,6.8,flat
2023-02-23T16:51:49Z,124,6.9,flat
2023-02-23T16:46:49Z,124,6.9,flat
2023-02-23T16:41:49Z,122,6.8,flat
2023-02-23T16:36:49Z,119,6.6,flat
2023-02-23T16:31:49Z,113,6.3,flat
2023-02-23T16:26:49Z,106,5.9,flat
2023-02-23T16:21:50Z,104,5.8,flat
2023-02-23T16:16:49Z,105,5.8,flat
2023-02-23T16:11:49Z,106,5.9,flat
2023-02-23T16:06:49Z,107,5.9,flat
2023-02-23T16:01:49Z,110,6.1,flat
2023-02-23T15:56:50Z,117,6.5,flat
2023-02-23T15:51:49Z,122,6.8,flat
2023-02-23T15:46:50Z,118,6.6,flat
2023-02-23T15:41:50Z,112,6.2,flat
2023-02-23T15:36:49Z,115,6.4,flat
2023-02-23T15:31:49Z,115,6.4,flat
2023-02-23T15:26:50Z,113,6.3,flat
2023-02-23T15:21:49Z,118,6.6,flat
2023-02-23T15:16:49Z,119,6.6,flat
2023-02-23T15:11:50Z,121,6.7,flat
2023-02-23T15:06:49Z,126,7.0,flat
2023-02-23T15:01:50Z,132,7.3,flat
2023-02-23T14:56:49Z,135,7.5,flat
2023-02-23T14:51:49Z,133,7.4,flat
2023-02-23T14:46:49Z,131,7.3,flat
2023-02-23T14:41:49Z,129,7.2,flat
2023-02-23T14:36:49Z,127,7.1,flat
2023-02-23T14:31:49Z,129,7.2,flat
2023-02-23T14:26:50Z,134,7.4,flat
2023-02-23T14:21:49Z,138,7.7,flat
2023-02-23T14:16:49Z,143,7.9,flat
2023-02-23T14:11:49Z,146,8.1,flat
2023-02-23T14:06:49Z,148,8.2,flat
2023-02-23T14:01:49Z,149,8.3,flat
2023-02-23T13:56:49Z,149,8.3,flat
2023-02-23T13:51:49Z,149,8.3,flat
2023-02-23T13:46:49Z,148,8.2,flat
2023-02-23T13:41:49Z,147,8.2,flat
2023-02-23T13:36:50Z,148,8.2,flat
2023-02-23T13:31:50Z,154,8.6,flat
2023-02-23T13:26:49Z,155,8.6,flat
2023-02-23T13:21:49Z,154,8.6,flat
2023-02-23T13:16:50Z,154,8.6,flat
2023-02-23T13:11:49Z,154,8.6,flat
2023-02-23T13:06:50Z,154,8.6,flat
2023-02-23T13:01:50Z,157,8.7,flat
2023-02-23T12:56:49Z,157,8.7,flat
2023-02-23T12:51:49Z,157,8.7,flat
2023-02-23T12:46:49Z,155,8.6,flat
2023-02-23T12:41:50Z,153,8.5,flat
2023-02-23T12:36:50Z,151,8.4,flat
2023-02-23T12:31:49Z,149,8.3,flat
2023-02-23T12:26:49Z,154,8.6,flat
2023-02-23T12:21:50Z,152,8.4,flat
2023-02-23T12:16:49Z,154,8.6,flat
2023-02-23T12:11:49Z,157,8.7,flat
2023-02-23T12:06:49Z,161,8.9,flat
2023-02-23T12:01:49Z,158,8.8,flat
2023-02-23T11:56:50Z,162,9.0,flat
2023-02-23T11:51:49Z,165,9.2,flat
2023-02-23T11:46:49Z,166,9.2,flat
2023-02-23T11:41:50Z,166,9.2,flat
2023-02-23T11:36:50Z,167,9.3,flat
2023-02-23T11:31:50Z,165,9.2,flat
2023-02-23T11:26:50Z,163,9.1,flat
2023-02-23T11:21:49Z,161,8.9,flat
2023-02-23T11:16:49Z,161,8.9,flat
2023-02-23T11:11:49Z,162,9.0,flat
2023-02-23T11:06:50Z,162,9.0,flat
2023-02-23T11:01:49Z,162,9.0,flat
2023-02-23T10:56:50Z,162,9.0,flat
2023-02-23T10:51:49Z,161,8.9,flat
2023-02-23T10:46:50Z,156,8.7,flat
2023-02-23T10:41:50Z,153,8.5,flat
2023-02-23T10:36:50Z,151,8.4,flat
2023-02-23T10:31:50Z,152,8.4,flat
2023-02-23T10:26:49Z,154,8.6,flat
2023-02-23T10:21:49Z,153,8.5,flat
2023-02-23T10:16:49Z,152,8.4,flat
2023-02-23T10:11:49Z,154,8.6,flat
2023-02-23T10:06:50Z,156,8.7,flat
2023-02-23T10:01:49Z,158,8.8,flat
2023-02-23T09:56:50Z,159,8.8,flat
2023-02-23T09:51:49Z,159,8.8,flat
2023-02-23T09:46:50Z,158,8.8,flat
2023-02-23T09:41:49Z,157,8.7,flat
2023-02-23T09:36:49Z,154,8.6,flat
2023-02-23T09:31:49Z,154,8.6,flat
2023-02-23T09:26:49Z,156,8.7,flat
2023-02-23T09:21:49Z,156,8.7,flat
2023-02-23T09:16:49Z,157,8.7,flat
2023-02-23T09:11:50Z,159,8.8,flat
2023-02-23T09:06:50Z,159,8.8,flat
2023-02-23T09:01:50Z,160,8.9,flat
2023-02-23T08:56:49Z,160,8.9,flat
2023-02-23T08:51:49Z,160,8.9,flat
2023-02-23T08:46:49Z,161,8.9,flat
2023-02-23T08:41:50Z,163,9.1,flat
2023-02-23T08:36:49Z,168,9.3,flat
2023-02-23T08:31:50Z,172,9.6,flat
2023-02-23T08:26:50Z,174,9.7,flat
2023-02-23T08:21:49Z,176,9.8,flat
2023-02-23T08:16:49Z,173,9.6,flat
2023-02-23T08:11:49Z,170,9.4,flat
2023-02-23T08:06:49Z,166,9.2,flat
2023-02-23T08:01:50Z,162,9.0,flat
2023-02-23T07:56:49Z,165,9.2,fortyFiveUp
2023-02-23T07:51:49Z,159,8.8,fortyFiveUp
2023-02-23T07:46:49Z,150,8.3,flat
2023-02-23T07:41:49Z,141,7.8,flat
2023-02-23T07:36:50Z,134,7.4,flat
2023-02-23T07:31:50Z,131,7.3,flat
2023-02-23T07:26:50Z,132,7.3,flat
2023-02-23T07:21:49Z,133,7.4,flat
2023-02-23T07:16:50Z,132,7.3,flat
2023-02-23T07:11:50Z,129,7.2,flat
2023-02-23T07:06:49Z,125,6.9,flat
2023-02-23T07:01:50Z,123,6.8,flat
2023-02-23T06:56:50Z,124,6.9,flat
2023-02-23T06:51:50Z,128,7.1,flat
2023-02-23T06:46:49Z,135,7.5,flat
2023-02-23T06:41:50Z,129,7.2,flat
2023-02-23T06:36:49Z,123,6.8,flat
2023-02-23T06:31:49Z,116,6.4,flat
2023-02-23T06:26:49Z,117,6.5,flat
2023-02-23T06:21:49Z,126,7.0,flat
2023-02-23T06:16:50Z,122,6.8,flat
2023-02-23T06:11:49Z,120,6.7,flat
2023-02-23T06:06:49Z,122,6.8,flat
2023-02-23T06:01:49Z,123,6.8,fortyFiveDown
2023-02-23T05:56:49Z,127,7.1,fortyFiveDown
2023-02-23T05:51:49Z,126,7.0,fortyFiveDown
2023-02-23T05:46:50Z,137,7.6,fortyFiveDown
2023-02-23T05:41:49Z,146,8.1,fortyFiveDown
2023-02-23T05:36:50Z,153,8.5,fortyFiveDown
2023-02-23T05:31:50Z,161,8.9,fortyFiveDown
2023-02-23T05:26:51Z,172,9.6,flat
2023-02-23T05:21:50Z,183,10.2,flat
2023-02-23T05:16:50Z,186,10.3,flat
2023-02-23T05:11:50Z,185,10.3,flat
2023-02-23T05:06:50Z,182,10.1,flat
2023-02-23T05:01:49Z,182,10.1,flat
2023-02-23T04:56:50Z,181,10.1,flat
2023-02-23T04:51:50Z,181,10.1,fortyFiveUp
2023-02-23T04:46:50Z,186,10.3,singleUp
2023-02-23T04:41:50Z,185,10.3,singleUp
2023-02-23T04:36:49Z,171,9.5,singleUp
2023-02-23T04:31:50Z,150,8.3,fortyFiveUp
2023-02-23T04:26:50Z,137,7.6,fortyFiveUp
2023-02-23T04:21:49Z,139,7.7,fortyFiveUp
2023-02-23T04:16:50Z,129,7.2,fortyFiveUp
2023-02-23T04:11:49Z,119,6.6,fortyFiveUp
2023-02-23T04:06:50Z,113,6.3,fortyFiveUp
2023-02-23T04:01:49Z,105,5.8,fortyFiveUp
2023-02-23T03:56:50Z,97,5.4,fortyFiveUp
2023-02-23T03:51:50Z,91,5.1,fortyFiveUp
2023-02-23T03:46:50Z,85,4.7,flat
2023-02-23T03:41:50Z,76,4.2,flat
2023-02-23T03:36:50Z,69,3.8,flat
2023-02-23T03:31:49Z,65,3.6,flat
2023-02-23T03:26:50Z,67,3.7,fortyFiveDown
2023-02-23T03:21:50Z,72,4.0,fortyFiveDown
2023-02-23T03:16:50Z,77,4.3,fortyFiveDown
2023-02-23T03:11:49Z,81,4.5,fortyFiveDown
2023-02-23T03:06:49Z,86,4.8,fortyFiveDown
2023-02-23T03:01:49Z,93,5.2,fortyFiveDown
2023-02-23T02:56:50Z,99,5.5,flat
2023-02-23T02:51:50Z,105,5.8,flat
2023-02-23T02:46:49Z,111,6.2,flat
2023-02-23T02:41:50Z,117,6.5,flat
2023-02-23T02:36:50Z,120,6.7,flat
2023-02-23T02:31:49Z,120,6.7,flat
2023-02-23T02:26:49Z,115,6.4,flat
2023-02-23T02:21:49Z,112,6.2,flat
2023-02-23T02:16:50Z,115,6.4,fortyFiveUp
2023-02-23T02:11:50Z,114,6.3,fortyFiveUp
2023-02-23T02:06:50Z,105,5.8,flat
2023-02-23T02:01:50Z,94,5.2,flat
2023-02-23T01:56:50Z,88,4.9,flat
2023-02-23T01:51:50Z,84,4.7,flat
2023-02-23T01:46:49Z,85,4.7,fortyFiveDown
2023-02-23T01:41:50Z,90,5.0,fortyFiveDown
2023-02-23T01:36:50Z,95,5.3,fortyFiveDown
2023-02-23T01:31:50Z,101,5.6,fortyFiveDown
2023-02-23T01:26:49Z,108,6.0,flat
2023-02-23T01:21:50Z,116,6.4,flat
2023-02-23T01:16:50Z,121,6.7,flat
2023-02-23T01:11:50Z,125,6.9,flat
2023-02-23T01:06:50Z,126,7.0,flat
2023-02-23T01:01:50Z,125,6.9,flat
2023-02-23T00:56:49Z,121,6.7,flat
2023-02-23T00:51:50Z,116,6.4,flat
2023-02-23T00:46:50Z,109,6.1,flat
2023-02-23T00:41:50Z,104,5.8,flat
2023-02-23T00:36:49Z,102,5.7,flat
2023-02-23T00:31:49Z,104,5.8,flat
2023-02-23T00:26:50Z,107,5.9,fortyFiveDown
2023-02-23T00:21:50Z,111,6.2,fortyFiveDown
2023-02-23T00:16:50Z,116,6.4,fortyFiveDown
2023-02-23T00:11:49Z,121,6.7,fortyFiveDown
2023-02-23T00:06:50Z,128,7.1,fortyFiveDown
2023-02-23T00:01:50Z,136,7.6,flat
2023-02-22T23:56:50Z,144,8.0,flat
2023-02-22T23:51:50Z,150,8.3,flat
2023-02-22T23:46:50Z,157,8.7,flat
2023-02-22T23:41:49Z,158,8.8,flat
2023-02-22T23:36:50Z,157,8.7,flat
2023-02-22T23:31:50Z,154,8.6,flat
2023-02-22T23:26:50Z,148,8.2,flat
2023-02-22T23:21:50Z,142,7.9,flat
2023-02-22T23:16:49Z,139,7.7,fortyFiveDown
2023-02-22T23:11:50Z,142,7.9,fortyFiveDown
2023-02-22T23:06:50Z,151,8.4,flat
2023-02-22T23:01:50Z,159,8.8,flat
2023-02-22T22:56:49Z,167,9.3,flat
2023-02-22T22:51:50Z,168,9.3,flat
2023-02-22T22:46:49Z,165,9.2,flat
2023-02-22T22:41:49Z,159,8.8,flat
2023-02-22T22:36:50Z,152,8.4,flat
2023-02-22T22:31:50Z,148,8.2,flat
2023-02-22T22:26:50Z,147,8.2,flat
2023-02-22T22:21:50Z,149,8.3,flat
2023-02-22T22:16:50Z,147,8.2,flat
2023-02-22T22:11:50Z,148,8.2,flat
2023-02-22T22:06:50Z,147,8.2,flat
2023-02-22T22:01:50Z,147,8.2,flat
2023-02-22T21:56:49Z,145,8.1,fortyFiveUp
2023-02-22T21:51:50Z,141,7.8,fortyFiveUp
2023-02-22T21:46:50Z,134,7.4,fortyFiveUp
2023-02-22T21:41:49Z,126,7.0,flat
2023-02-22T21:36:50Z,119,6.6,flat
2023-02-22T21:31:50Z,114,6.3,flat
2023-02-22T21:26:50Z,112,6.2,flat
2023-02-22T21:21:50Z,108,6.0,flat
2023-02-22T21:16:49Z,105,5.8,flat
2023-02-22T21:11:50Z,102,5.7,flat
2023-02-22T21:06:50Z,104,5.8,flat
2023-02-22T21:01:50Z,107,5.9,flat
2023-02-22T20:56:50Z,110,6.1,flat
2023-02-22T20:51:50Z,113,6.3,flat
2023-02-22T20:46:50Z,114,6.3,flat
2023-02-22T20:41:50Z,116,6.4,flat
2023-02-22T20:36:49Z,115,6.4,flat
2023-02-22T20:31:50Z,115,6.4,flat
2023-02-22T20:26:50Z,116,6.4,flat
2023-02-22T20:21:50Z,117,6.5,flat
2023-02-22T20:16:50Z,117,6.5,flat
2023-02-22T20:11:50Z,116,6.4,flat
2023-02-22T20:06:50Z,117,6.5,flat
2023-02-22T20:01:50Z,121,6.7,flat
2023-02-22T19:56:50Z,122,6.8,flat
2023-02-22T19:51:50Z,124,6.9,flat
2023-02-22T19:46:50Z,127,7.1,flat
2023-02-22T19:41:50Z,127,7.1,flat
2023-02-22T19:36:50Z,128,7.1,flat
2023-02-22T19:31:50Z,129,7.2,flat
2023-02-22T19:26:50Z,130,7.2,flat
2023-02-22T19:21:50Z,131,7.3,flat
2023-02-22T19:16:50Z,132,7.3,flat
2023-02-22T19:11:50Z,134,7.4,flat
2023-02-22T19:06:49Z,133,7.4,flat
2023-02-22T19:01:50Z,132,7.3,flat
2023-02-22T18:56:50Z,132,7.3,flat
2023-02-22T18:51:50Z,131,7.3,flat
2023-02-22T18:46:50Z,132,7.3,flat
2023-02-22T18:41:50Z,132,7.3,flat
2023-02-22T18:36:50Z,133,7.4,flat
2023-02-22T18:31:50Z,135,7.5,flat
2023-02-22T18:26:49Z,136,7.6,flat
2023-02-22T18:21:50Z,136,7.6,flat
2023-02-22T18:16:50Z,136,7.6,flat
2023-02-22T18:11:49Z,135,7.5,flat
2023-02-22T18:06:50Z,134,7.4,flat
2023-02-22T18:01:50Z,133,7.4,flat
2023-02-22T17:56:50Z,132,7.3,flat
2023-02-22T17:51:50Z,131,7.3,flat
2023-02-22T17:46:50Z,132,7.3,flat
2023-02-22T17:41:50Z,130,7.2,flat
2023-02-22T17:36:50Z,125,6.9,flat
2023-02-22T17:31:50Z,119,6.6,flat
2023-02-22T17:26:50Z,115,6.4,flat
2023-02-22T17:21:50Z,114,6.3,flat
2023-02-22T17:16:50Z,117,6.5,flat
2023-02-22T17:11:50Z,121,6.7,flat
2023-02-22T17:06:50Z,122,6.8,flat
2023-02-22T17:01:49Z,117,6.5,flat
2023-02-22T16:56:49Z,114,6.3,flat
2023-02-22T16:51:50Z,111,6.2,flat
2023-02-22T16:46:50Z,108,6.0,flat
2023-02-22T16:41:50Z,105,5.8,flat
2023-02-22T16:36:50Z,107,5.9,flat
2023-02-22T16:31:50Z,108,6.0,flat
2023-02-22T16:26:49Z,108,6.0,flat
2023-02-22T16:21:50Z,109,6.1,flat
2023-02-22T16:16:50Z,106,5.9,flat
2023-02-22T16:11:50Z,103,5.7,flat
2023-02-22T16:06:50Z,102,5.7,flat
2023-02-22T16:01:50Z,102,5.7,flat
2023-02-22T15:56:50Z,101,5.6,flat
2023-02-22T15:51:50Z,100,5.6,flat
2023-02-22T15:46:50Z,101,5.6,flat
2023-02-22T15:41:50Z,103,5.7,flat
2023-02-22T15:36:50Z,102,5.7,flat
2023-02-22T15:31:50Z,99,5.5,flat
2023-02-22T15:26:50Z,98,5.4,flat
2023-02-22T15:21:50Z,97,5.4,flat
2023-02-22T15:16:50Z,98,5.4,flat
2023-02-22T15:11:50Z,97,5.4,flat
2023-02-22T15:06:50Z,98,5.4,flat
2023-02-22T15:01:50Z,100,5.6,flat
2023-02-22T14:56:50Z,102,5.7,flat
2023-02-22T14:51:50Z,103,5.7,flat
2023-02-22T14:46:50Z,106,5.9,flat
2023-02-22T14:41:50Z,108,6.0,flat
2023-02-22T14:36:50Z,112,6.2,flat
2023-02-22T14:31:50Z,112,6.2,flat
2023-02-22T14:26:50Z,110,6.1,flat
2023-02-22T14:21:50Z,111,6.2,flat
2023-02-22T14:16:50Z,113,6.3,flat
2023-02-22T14:11:50Z,114,6.3,flat
2023-02-22T14:06:50Z,110,6.1,flat
2023-02-22T14:01:50Z,110,6.1,flat
2023-02-22T13:56:50Z,110,6.1,flat
2023-02-22T13:51:50Z,115,6.4,flat
2023-02-22T13:46:50Z,113,6.3,flat
2023-02-22T13:41:50Z,108,6.0,flat
2023-02-22T13:36:50Z,101,5.6,flat
2023-02-22T13:31:50Z,99,5.5,flat
2023-02-22T13:26:50Z,98,5.4,flat
2023-02-22T13:21:50Z,96,5.3,flat
2023-02-22T13:16:50Z,95,5.3,flat
2023-02-22T13:11:50Z,96,5.3,flat
2023-02-22T13:06:50Z,99,5.5,flat
2023-02-22T13:01:50Z,102,5.7,flat
2023-02-22T12:56:50Z,100,5.6,flat
2023-02-22T12:51:50Z,100,5.6,flat
2023-02-22T12:46:50Z,101,5.6,flat
2023-02-22T12:41:50Z,104,5.8,flat
2023-02-22T12:36:50Z,107,5.9,flat
2023-02-22T12:31:50Z,109,6.1,flat
2023-02-22T12:26:50Z,110,6.1,flat
2023-02-22T12:21:50Z,112,6.2,flat
2023-02-22T12:16:50Z,112,6.2,flat
2023-02-22T12:11:50Z,111,6.2,flat
2023-02-22T12:06:50Z,110,6.1,flat
2023-02-22T12:01:50Z,108,6.0,flat
2023-02-22T11:56:50Z,105,5.8,flat
2023-02-22T11:51:50Z,104,5.8,flat
2023-02-22T11:46:50Z,104,5.8,flat
2023-02-22T11:41:50Z,105,5.8,flat
2023-02-22T11:36:50Z,104,5.8,flat
2023-02-22T11:31:50Z,102,5.7,flat
2023-02-22T11:26:50Z,101,5.6,flat
2023-02-22T11:21:51Z,101,5.6,flat
2023-02-22T11:16:50Z,101,5.6,flat
2023-02-22T11:11:50Z,101,5.6,flat
2023-02-22T11:06:50Z,101,5.6,flat
2023-02-22T11:01:50Z,102,5.7,flat
2023-02-22T10:56:50Z,102,5.7,flat
2023-02-22T10:51:50Z,101,5.6,flat
2023-02-22T10:46:50Z,98,5.4,flat
2023-02-22T10:41:51Z,97,5.4,flat
2023-02-22T10:36:50Z,96,5.3,flat
2023-02-22T10:31:50Z,96,5.3,flat
2023-02-22T10:26:51Z,98,5.4,flat
2023-02-22T10:21:50Z,100,5.6,flat
2023-02-22T10:16:50Z,102,5.7,flat
2023-02-22T10:11:50Z,104,5.8,flat
2023-02-22T10:06:50Z,106,5.9,flat
2023-02-22T10:01:50Z,107,5.9,flat
2023-02-22T09:56:50Z,110,6.1,flat
2023-02-22T09:51:50Z,111,6.2,flat
2023-02-22T09:46:50Z,111,6.2,flat
2023-02-22T09:41:50Z,112,6.2,flat
2023-02-22T09:36:50Z,111,6.2,flat
2023-02-22T09:31:50Z,110,6.1,flat
2023-02-22T09:26:50Z,108,6.0,flat
2023-02-22T09:21:50Z,107,5.9,flat
2023-02-22T09:16:50Z,107,5.9,flat
2023-02-22T09:11:51Z,111,6.2,flat
2023-02-22T09:06:51Z,110,6.1,flat
2023-02-22T09:01:50Z,105,5.8,flat
2023-02-22T08:56:50Z,100,5.6,flat
2023-02-22T08:51:51Z,100,5.6,flat
2023-02-22T08:46:50Z,100,5.6,flat
2023-02-22T08:41:50Z,105,5.8,flat
2023-02-22T08:36:51Z,109,6.1,flat
2023-02-22T08:31:51Z,109,6.1,flat
2023-02-22T08:26:51Z,108,6.0,flat
2023-02-22T08:21:50Z,107,5.9,flat
2023-02-22T08:16:50Z,107,5.9,flat
2023-02-22T08:11:50Z,106,5.9,flat
2023-02-22T08:06:50Z,105,5.8,flat
2023-02-22T08:01:50Z,106,5.9,flat
2023-02-22T07:56:50Z,106,5.9,flat
2023-02-22T07:51:50Z,107,5.9,flat
2023-02-22T07:46:50Z,110,6.1,flat
2023-02-22T07:41:50Z,108,6.0,flat
2023-02-22T07:36:50Z,107,5.9,flat
2023-02-22T07:31:51Z,108,6.0,flat
2023-02-22T07:26:50Z,108,6.0,flat
2023-02-22T07:21:50Z,111,6.2,flat
2023-02-22T07:16:50Z,111,6.2,flat
2023-02-22T07:11:51Z,114,6.3,flat
2023-02-22T07:06:50Z,115,6.4,flat
2023-02-22T07:01:50Z,120,6.7,flat
2023-02-22T06:56:50Z,124,6.9,flat
2023-02-22T06:51:50Z,125,6.9,flat
2023-02-22T06:46:50Z,122,6.8,flat
2023-02-22T06:41:50Z,117,6.5,flat
2023-02-22T06:36:50Z,114,6.3,flat
2023-02-22T06:31:50Z,110,6.1,flat
2023-02-22T06:26:51Z,107,5.9,flat
2023-02-22T06:21:50Z,110,6.1,flat
2023-02-22T06:16:51Z,117,6.5,flat
2023-02-22T06:11:51Z,119,6.6,flat
2023-02-22T06:06:50Z,121,6.7,flat
2023-02-22T06:01:50Z,120,6.7,flat
2023-02-22T05:56:50Z,119,6.6,flat
2023-02-22T05:51:50Z,117,6.5,flat
2023-02-22T05:46:51Z,123,6.8,flat
2023-02-22T05:41:50Z,127,7.1,flat
2023-02-22T05:36:50Z,131,7.3,fortyFiveDown
2023-02-22T05:31:50Z,137,7.6,flat
2023-02-22T05:26:51Z,142,7.9,flat
2023-02-22T05:21:50Z,150,8.3,flat
2023-02-22T05:16:50Z,154,8.6,flat
2023-02-22T05:11:50Z,157,8.7,flat
2023-02-22T05:06:50Z,158,8.8,flat
2023-02-22T05:01:51Z,155,8.6,flat
2023-02-22T04:56:50Z,153,8.5,flat
2023-02-22T04:51:50Z,148,8.2,flat
2023-02-22T04:46:50Z,142,7.9,flat
2023-02-22T04:41:50Z,139,7.7,flat
2023-02-22T04:36:50Z,143,7.9,fortyFiveUp
2023-02-22T04:31:51Z,139,7.7,fortyFiveUp
2023-02-22T04:26:50Z,129,7.2,fortyFiveUp
2023-02-22T04:21:50Z,120,6.7,fortyFiveUp
2023-02-22T04:16:50Z,112,6.2,fortyFiveUp
2023-02-22T04:11:50Z,111,6.2,fortyFiveUp
2023-02-22T04:06:50Z,107,5.9,fortyFiveUp
2023-02-22T04:01:51Z,98,5.4,fortyFiveUp
2023-02-22T03:56:51Z,89,4.9,flat
2023-02-22T03:51:51Z,78,4.3,flat
2023-02-22T03:46:50Z,73,4.1,flat
2023-02-22T03:41:50Z,70,3.9,flat
2023-02-22T03:36:51Z,68,3.8,flat
2023-02-22T03:31:50Z,64,3.6,flat
2023-02-22T03:26:50Z,62,3.4,flat
2023-02-22T03:21:50Z,63,3.5,fortyFiveDown
2023-02-22T03:16:50Z,65,3.6,fortyFiveDown
2023-02-22T03:11:50Z,70,3.9,fortyFiveDown
2023-02-22T03:06:51Z,77,4.3,fortyFiveDown
2023-02-22T03:01:50Z,90,5.0,fortyFiveDown
2023-02-22T02:56:50Z,102,5.7,fortyFiveDown
2023-02-22T02:51:50Z,110,6.1,fortyFiveDown
2023-02-22T02:46:50Z,118,6.6,fortyFiveDown
2023-02-22T02:41:51Z,124,6.9,flat
2023-02-22T02:36:51Z,130,7.2,flat
2023-02-22T02:31:51Z,134,7.4,flat
2023-02-22T02:26:50Z,138,7.7,flat
2023-02-22T02:21:50Z,142,7.9,flat
2023-02-22T02:16:50Z,145,8.1,flat
2023-02-22T02:11:50Z,149,8.3,flat
2023-02-22T02:06:50Z,150,8.3,flat
2023-02-22T02:01:50Z,147,8.2,flat
